,index_x,PassengerId,Survived,Pclass,Name,Sex,Age_x,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title,Surname_x,Firstname,Othernames,KaggleAge,index_y,Surname_y,First Names,Age_y,Boarded,Survivor (S) or Victim (†),AgeDiff
627,1036,1037,,3,VanderplanckeMr Julius,male,31.0,3,0,345763,18.0,,S,Mr,Vander Plank,Julius,,31.0,1230.0,Vanderplancke,Mr Julius,31.0,Southampton,†,0.0
628,18,19,0.0,3,VanderplanckeMrs Emelie Maria,female,31.0,1,0,345763,18.0,,S,Mrs,Vander Plank,Emelia,Maria Vandemoortele,31.0,1232.0,Vanderplancke,Mrs Emelie Maria,31.0,Southampton,†,0.0
629,1240,1241,,2,WallcroftMiss Ellen “Nellie”,female,31.0,0,0,F.C.C. 13528,21.0,,S,Miss,Walcroft,Nellie,,31.0,1241.0,Wallcroft,Miss Ellen “Nellie”,36.0,Southampton,S,-5.0
630,1253,1254,,2,WareMrs Florence Louise,female,31.0,0,0,CA 31352,21.0,,S,Mrs,Ware,Florence,Louise Long,31.0,1246.0,Ware,Mrs Florence Louise,31.0,Southampton,S,0.0
631,318,319,1.0,1,WickMiss Mary Natalie,female,31.0,0,2,36928,164.8667,C7,S,Miss,Wick,Mary,,31.0,1274.0,Wick,Miss Mary Natalie,31.0,Southampton,S,0.0
632,673,674,1.0,2,WhilemsMr Charles,male,31.0,0,0,244270,13.0,,S,Mr,Wilhelms,Charles,,31.0,1269.0,Whilems,Mr Charles,31.0,Southampton,S,0.0
633,1262,1263,,1,AllisonMiss Helen Loraine,female,31.0,0,0,16966,134.5,E39 E41,C,Miss,Wilson,Helen,,31.0,23.0,Allison,Miss Helen Loraine,2.0,Southampton,†,29.0
634,1101,1102,,3,AndersenMr Albert Karvin,male,32.0,0,0,C 4001,22.525,,S,Mr,Andersen,Albert,,32.0,27.0,Andersen,Mr Albert Karvin,33.0,Southampton,†,-1.0
635,206,207,0.0,3,BackströmMr Karl Alfred,male,32.0,1,0,3101278,15.85,,S,Mr,Backstrom,Karl,,32.0,72.0,Backström,Mr Karl Alfred,32.0,Southampton,†,0.0
636,218,219,1.0,1,No name match,female,32.0,0,0,11813,76.2917,D15,C,Miss,Bazzani,Albina,,32.0,,,,,,,
637,543,544,1.0,2,BeaneMr Edward,male,32.0,1,0,2908,26.0,,S,Mr,Beane,Edward,,32.0,98.0,Beane,Mr Edward,32.0,Southampton,S,0.0
638,74,75,1.0,3,BingMr Lee,male,32.0,0,0,1601,56.4958,,S,Mr,Bing,Lee,,32.0,117.0,Bing,Mr Lee,32.0,Southampton,S,0.0
639,657,658,0.0,3,BourkeMrs Catherine,female,32.0,1,1,364849,15.5,,Q,Mrs,Bourke,Catherine),,32.0,134.0,Bourke,Mrs Catherine,32.0,Queenstown,†,0.0
640,838,839,1.0,3,ChipMr Chang,male,32.0,0,0,1601,56.4958,,S,Mr,Chip,Chang,,32.0,228.0,Chip,Mr Chang,32.0,Southampton,S,0.0
641,890,891,0.0,3,DoolyMr Patrick,male,32.0,0,0,370376,7.75,,Q,Mr,Dooley,Patrick,,32.0,342.0,Dooly,Mr Patrick,38.0,Queenstown,†,-6.0
642,769,770,0.0,3,GrønnestadMr Daniel Danielsen,male,32.0,0,0,8471,8.3625,,S,Mr,Gronnestad,Daniel,,32.0,476.0,Grønnestad,Mr Daniel Danielsen,32.0,Southampton,†,0.0
643,665,666,0.0,2,HickmanMr Lewis,male,32.0,2,0,S.O.C. 14879,73.5,,S,Mr,Hickman,Lewis,,32.0,539.0,Hickman,Mr Lewis,30.0,Southampton,†,2.0
644,70,71,0.0,2,JenkinMr Stephen Curnow,male,32.0,0,0,C.A. 33111,10.5,,S,Mr,Jenkin,Stephen,,32.0,598.0,Jenkin,Mr Stephen Curnow,32.0,Southampton,†,0.0
645,569,570,1.0,3,JonssonMr Carl,male,32.0,0,0,350417,7.8542,,S,Mr,Jonsson,Carl,,32.0,623.0,Jonsson,Mr Carl,25.0,Southampton,S,7.0
646,579,580,1.0,3,JussilaMr Eiriik,male,32.0,0,0,STON/O 2. 3101286,7.925,,S,Mr,Jussila,Eiriik,,32.0,628.0,Jussila,Mr Eiriik,32.0,Southampton,S,0.0
647,636,637,0.0,3,LeinonenMr Antti Gustaf,male,32.0,0,0,STON/O 2. 3101292,7.925,,S,Mr,Leinonen,Antti,,32.0,704.0,Leinonen,Mr Antti Gustaf,32.0,Southampton,†,0.0
648,1232,1233,,3,LundströmMr Thure Edvin,male,32.0,0,0,350403,7.5792,,S,Mr,Lundstrom,Thure,,32.0,740.0,Lundström,Mr Thure Edvin,32.0,Southampton,S,0.0
649,952,953,,2,McCraeMr Arthur Gordon,male,32.0,0,0,237216,13.5,,S,Mr,McCrae,Arthur,,32.0,779.0,McCrae,Mr Arthur Gordon,32.0,Southampton,†,0.0
650,1191,1192,,3,OlssonMr Oscar Wilhelm,male,32.0,0,0,347079,7.775,,S,Mr,Olsson,Oscar,,32.0,898.0,Olsson,Mr Oscar Wilhelm,32.0,Southampton,S,0.0
651,519,520,0.0,3,PavlovicMr Stefo,male,32.0,0,0,349242,7.8958,,S,Mr,Pavlovic,Stefo,,32.0,935.0,Pavlovic,Mr Stefo,32.0,Southampton,†,0.0
652,429,430,1.0,3,No name match,male,32.0,0,0,SOTON/O.Q. 392078,8.05,E10,S,Mr,Pickard,Berk,Trembisky,32.0,,,,,,,
653,190,191,1.0,2,PinskyMrs Rosa,female,32.0,0,0,234604,13.0,,S,Mrs,Pinsky,Rosa),,32.0,969.0,Pinsky,Mrs Rosa,32.0,Southampton,S,0.0
654,1021,1022,,3,SpinnerMr Henry John,male,32.0,0,0,STON/OQ. 369943,8.05,,S,Mr,Spinner,Henry,,32.0,1140.0,Spinner,Mr Henry John,32.0,Southampton,†,0.0
655,632,633,1.0,1,Stähelin-MaeglinDr Max,male,32.0,0,0,13214,30.5,B50,C,Dr,Stahelin-Maeglin,Max,,32.0,1162.0,Stähelin-Maeglin,Dr Max,32.0,Southampton,S,0.0
656,382,383,0.0,3,TikkanenMr Juho,male,32.0,0,0,STON/O 2. 3101293,7.925,,S,Mr,Tikkanen,Juho,,32.0,1196.0,Tikkanen,Mr Juho,32.0,Southampton,†,0.0
657,1227,1228,,2,BritoMr José Joaquim de,male,32.0,0,0,244360,13.0,,S,Mr,de B,Jose,,32.0,150.0,Brito,Mr José Joaquim de,32.0,Southampton,†,0.0
658,966,967,,1,No name match,male,32.5,0,0,113503,211.5,C132,C,Mr,Keeping,Edwin,,32.5,,,,,,,
659,122,123,0.0,2,NasserMr Nicholas,male,32.5,1,0,237736,30.0708,,C,Mr,Nasser,Nicholas,,32.5,861.0,Nasser,Mr Nicholas,28.0,Cherbourg,†,4.5
660,123,124,1.0,2,WebberMiss Susan,female,32.5,0,0,27267,13.0,E101,S,Miss,Webber,Susan,,32.5,1254.0,Webber,Miss Susan,37.0,Southampton,S,-4.5
661,1145,1146,,3,No name match,male,32.5,0,0,345775,9.5,,S,Mr,Wenzel,Linhart,,32.5,,,,,,,
662,85,86,1.0,3,BackströmMrs Maria Mathilda,female,33.0,3,0,3101278,15.85,,S,Mrs,Backstrom,Maria,Mathilda Gustafsson,33.0,73.0,Backström,Mrs Maria Mathilda,33.0,Southampton,†,0.0
663,872,873,0.0,1,CarlssonMr Frans Olof,male,33.0,0,0,695,5.0,B51 B53 B55,S,Mr,Carlsson,Frans,,33.0,200.0,Carlsson,Mr Frans Olof,33.0,Southampton,†,0.0
664,809,810,1.0,1,ChambersMr Norman Campbell,female,33.0,1,0,113806,53.1,E8,S,Mrs,Chambers,Bertha,Griggs,33.0,218.0,Chambers,Mr Norman Campbell,27.0,Southampton,S,6.0
665,1032,1033,,1,No name match,female,33.0,0,0,113781,151.55,,S,Miss,Daniels,Sarah,,33.0,,,,,,,
666,923,924,,3,DeanMrs Eva Georgetta,female,33.0,1,2,C.A. 2315,20.575,,S,Mrs,Dean,Eva,Georgetta Light,33.0,321.0,Dean,Mrs Eva Georgetta,32.0,Southampton,S,1.0
667,130,131,0.0,3,DrazenovicMr Jozef,male,33.0,0,0,349241,7.8958,,C,Mr,Drazenoic,Jozef,,33.0,351.0,Drazenovic,Mr Jozef,33.0,Cherbourg,†,0.0
668,548,549,0.0,3,GoldsmithMr Frank John,male,33.0,1,1,363291,20.525,,S,Mr,Goldsmith,Frank,,33.0,457.0,Goldsmith,Mr Frank John,33.0,Southampton,†,0.0
669,239,240,0.0,2,HuntMr George Henry,male,33.0,0,0,SCO/W 1585,12.275,,S,Mr,Hunt,George,,33.0,573.0,Hunt,Mr George Henry,33.0,Southampton,†,0.0
670,103,104,0.0,3,JohanssonMr Gustaf Joel,male,33.0,0,0,7540,8.6542,,S,Mr,Johansson,Gustaf,,33.0,607.0,Johansson,Mr Gustaf Joel,33.0,Southampton,†,0.0
671,719,720,0.0,3,JohnsonMr Malkolm Joackim,male,33.0,0,0,347062,7.775,,S,Mr,Johnson,Malkolm,,33.0,614.0,Johnson,Mr Malkolm Joackim,33.0,Southampton,†,0.0
672,1086,1087,,3,KarlssonMr Julius Konrad Eugen,male,33.0,0,0,347465,7.8542,,S,Mr,Karlsson,Julius,Konrad,33.0,636.0,Karlsson,Mr Julius Konrad Eugen,33.0,Southampton,†,0.0
673,881,882,0.0,3,MarkunMr Johann,male,33.0,0,0,349257,7.8958,,S,Mr,Markun,Johann,,33.0,764.0,Markun,Mr Johann,33.0,Cherbourg,†,0.0
674,412,413,1.0,1,MinahanMiss Daisy E.,female,33.0,1,0,19928,90.0,C78,Q,Miss,Minahan,Daisy,,33.0,809.0,Minahan,Miss Daisy E.,33.0,Queenstown,S,0.0
675,990,991,,3,NancarrowMr William Henry,male,33.0,0,0,A./5. 3338,8.05,,S,Mr,Nancarrow,William,,33.0,858.0,Nancarrow,Mr William Henry,36.0,Southampton,†,-3.0
676,506,507,1.0,2,No name match,female,33.0,0,2,26360,26.0,,S,Mrs,Quick,Jane,Richards,33.0,,,,,,,
677,1099,1100,,1,RosenbaumMiss Edith Louise,female,33.0,0,0,PC 17613,27.7208,A11,C,Miss,Rosenbaum,Edith,,33.0,1030.0,Rosenbaum,Miss Edith Louise,33.0,Cherbourg,S,0.0
678,759,760,1.0,1,No name match,female,33.0,0,0,110152,86.5,B77,S,th,Rothes,Lucy,Noel Martha Dyer-Edwards,33.0,,,,,,,
679,1214,1215,,1,RoweMr Alfred G.,male,33.0,0,0,113790,26.55,,S,Mr,Rowe,Alfred,,33.0,1038.0,Rowe,Mr Alfred G.,59.0,Southampton,†,-26.0
680,285,286,0.0,3,StankovicMr Ivan,male,33.0,0,0,349239,8.6625,,C,Mr,Stankovic,Ivan,,33.0,1142.0,Stankovic,Mr Ivan,33.0,Cherbourg,†,0.0
681,752,753,0.0,3,Van De VeldeMr Johannes Josef,male,33.0,0,0,345780,9.5,,S,Mr,Vande Veld,Johannes,,33.0,1221.0,Van De Velde,Mr Johannes Josef,35.0,Southampton,†,-2.0
682,472,473,1.0,2,WestMr Edwy Arthur,female,33.0,1,2,C.A. 34651,27.75,,S,Mrs,West,Ada,Mary Worth,33.0,1265.0,West,Mr Edwy Arthur,36.0,Southampton,†,-3.0
683,1081,1082,,2,AngleMr William,male,34.0,1,0,226875,26.0,,S,Mr,Angle,William,,34.0,46.0,Angle,Mr William,32.0,Southampton,†,2.0
684,21,22,1.0,2,BeesleyMr Lawrence,male,34.0,0,0,248698,13.0,D56,S,Mr,Beesley,Lawrence,,34.0,109.0,Beesley,Mr Lawrence,34.0,Southampton,S,0.0
685,616,617,0.0,3,DanbomMr Ernst Gilbert,male,34.0,1,1,347080,14.4,,S,Mr,Danbom,Ernst,,34.0,296.0,Danbom,Mr Ernst Gilbert,34.0,Southampton,†,0.0
686,98,99,1.0,2,DolingMrs Ada Julia Elizabeth,female,34.0,0,1,231919,23.0,,S,Mrs,Doling,Ada,Julia Bone,34.0,340.0,Doling,Mrs Ada Julia Elizabeth,34.0,Southampton,†,0.0
687,416,417,1.0,2,No name match,female,34.0,1,1,28220,32.5,,S,Mrs,Drew,Lulu,Thorne Christian,34.0,,,,,,,
688,405,406,0.0,2,GaleMr Shadrach,male,34.0,1,0,28664,21.0,,S,Mr,Gale,Shadrach,,34.0,429.0,Gale,Mr Shadrach,33.0,Southampton,†,1.0
689,576,577,1.0,2,GarsideMiss Ethel,female,34.0,0,0,243880,13.0,,S,Miss,Garside,Ethel,,34.0,432.0,Garside,Miss Ethel,39.0,Southampton,S,-5.0
690,722,723,0.0,2,GillespieMr William Henry,male,34.0,0,0,12233,13.0,,S,Mr,Gillespie,William,,34.0,449.0,Gillespie,Mr William Henry,31.0,Southampton,†,3.0
691,202,203,0.0,3,JohansonMr Jakob Alfred,male,34.0,0,0,3101264,6.4958,,S,Mr,Johanson,Jakob,,34.0,605.0,Johanson,Mr Jakob Alfred,34.0,Southampton,†,0.0
692,99,100,0.0,2,KantorMr Sinai,male,34.0,1,0,244367,26.0,,S,Mr,Kantor,Sinai,,34.0,632.0,Kantor,Mr Sinai,34.0,Southampton,†,0.0
693,516,517,1.0,2,LemoreMrs Amelia,female,34.0,0,0,C.A. 34260,10.5,F33,S,Mrs,Lemore,Amelia,Milley,34.0,706.0,Lemore,Mrs Amelia,46.0,Southampton,S,-12.0
694,461,462,0.0,3,MorleyMr William,male,34.0,0,0,364506,8.05,,S,Mr,Morley,William,,34.0,828.0,Morley,Mr William,34.0,Southampton,†,0.0
695,800,801,0.0,2,PonesellMr Martin,male,34.0,0,0,250647,13.0,,S,Mr,Ponesell,Martin,,34.0,973.0,Ponesell,Mr Martin,24.0,Southampton,†,10.0
696,476,477,0.0,2,RenoufMr Peter Henry,male,34.0,1,0,31027,21.0,,S,Mr,Renouf,Peter,,34.0,994.0,Renouf,Mr Peter Henry,33.0,Southampton,†,1.0
697,447,448,1.0,1,SewardMr Frederic Kimber,male,34.0,0,0,113794,26.55,,S,Mr,Seward,Frederic,,34.0,1085.0,Seward,Mr Frederic Kimber,34.0,Southampton,S,0.0
698,758,759,0.0,3,TheobaldMr Thomas Leonard,male,34.0,0,0,363294,8.05,,S,Mr,Theobald,Thomas,,34.0,1189.0,Theobald,Mr Thomas Leonard,34.0,Southampton,†,0.0
699,891,892,,3,KellyMr James,male,34.5,0,0,330911,7.8292,,Q,Mr,Kelly,James,,34.5,649.0,Kelly,Mr James,19.0,Southampton,†,15.5
700,891,892,,3,KellyMr James,male,34.5,0,0,330911,7.8292,,Q,Mr,Kelly,James,,34.5,650.0,Kelly,Mr James,44.0,Queenstown,†,-9.5
701,843,844,0.0,3,No name match,male,34.5,0,0,2683,6.4375,,C,Mr,Lemberopolous,Peter,,34.5,,,,,,,
702,279,280,1.0,3,No name match,female,35.0,1,1,C.A. 2673,20.25,,S,Mrs,Abbott,Rosa,Hunt,35.0,,,,,,,
703,4,5,0.0,3,AllenMr William Henry,male,35.0,0,0,373450,8.05,,S,Mr,Allen,William,,35.0,21.0,Allen,Mr William Henry,38.0,Southampton,†,-3.0
704,363,364,0.0,3,AsimMr Adola,male,35.0,0,0,SOTON/O.Q. 3101310,7.05,,S,Mr,Asim,Adola,,35.0,54.0,Asim,Mr Adola,35.0,Southampton,†,0.0
705,269,270,1.0,1,No name match,female,35.0,0,0,PC 17760,135.6333,C99,S,Miss,Bissette,Amelia,,35.0,,,,,,,
706,614,615,0.0,3,BrocklebankMr William Alfred,male,35.0,0,0,364512,8.05,,S,Mr,Brocklebank,William,,35.0,152.0,Brocklebank,Mr William Alfred,35.0,Southampton,†,0.0
707,211,212,1.0,2,CameronMiss Clear Annie,female,35.0,0,0,F.C.C. 13528,21.0,,S,Miss,Cameron,Clear,,35.0,187.0,Cameron,Miss Clear Annie,35.0,Southampton,S,0.0
708,947,948,,3,CorMr Bartol,male,35.0,0,0,349230,7.8958,,S,Mr,Cor,Bartol,,35.0,264.0,Cor,Mr Bartol,35.0,Southampton,†,0.0
709,3,4,1.0,1,FutrelleMr Jacques Heath,female,35.0,1,0,113803,53.1,C123,S,Mrs,Futrelle,Lily,May Peel,35.0,425.0,Futrelle,Mr Jacques Heath,37.0,Southampton,†,-2.0
710,20,21,0.0,2,FynneyMr Joseph J.,male,35.0,0,0,239865,26.0,,S,Mr,Fynney,Joseph,,35.0,427.0,Fynney,Mr Joseph J.,35.0,Southampton,†,0.0
711,965,966,,1,HermanMiss Alice,female,35.0,0,0,113503,211.5,C130,C,Miss,Geiger,Amalie,,35.0,533.0,Herman,Miss Alice,23.0,Southampton,S,12.0
712,230,231,1.0,1,HarrisMr Henry Birkhardt,female,35.0,1,0,36973,83.475,C83,S,Mrs,Harris,Irene,Wallach,35.0,508.0,Harris,Mr Henry Birkhardt,45.0,Southampton,†,-10.0
713,383,384,1.0,1,HolversonMr Alexander Oskar,female,35.0,1,0,113789,52.0,,S,Mrs,Holverson,Mary,Aline Towner,35.0,558.0,Holverson,Mr Alexander Oskar,42.0,Southampton,†,-7.0
714,604,605,1.0,1,No name match,male,35.0,0,0,111426,26.55,,C,Mr,Homer,"""Mr","E Haven""",35.0,,,,,,,
715,486,487,1.0,1,HoytMr Frederick Maxfield,female,35.0,1,0,19943,90.0,C93,S,Mrs,Hoyt,Jane,Anne Forby,35.0,568.0,Hoyt,Mr Frederick Maxfield,38.0,Southampton,S,-3.0
716,907,908,,2,KeaneMr Daniel,male,35.0,0,0,233734,12.35,,Q,Mr,Keane,Daniel,,35.0,644.0,Keane,Mr Daniel,35.0,Queenstown,†,0.0
717,737,738,1.0,1,No name match,male,35.0,0,0,PC 17755,512.3292,B101,C,Mr,Lesurer,Gustave,,35.0,,,,,,,
718,847,848,0.0,3,MarkoffMr Marin,male,35.0,0,0,349213,7.8958,,C,Mr,Markoff,Marin,,35.0,763.0,Markoff,Mr Marin,35.0,Southampton,†,0.0
719,1097,1098,,3,McGowanMiss Catherine,female,35.0,0,0,9232,7.75,,Q,Miss,McGowan,Katherine,,35.0,786.0,McGowan,Miss Catherine,42.0,Queenstown,†,-7.0
720,590,591,0.0,3,RintamäkiMr Matti,male,35.0,0,0,STON/O 2. 3101273,7.125,,S,Mr,Rintamaki,Matti,,35.0,1013.0,Rintamäki,Mr Matti,35.0,Southampton,†,0.0
721,1013,1014,,1,SchabertMrs Emma,female,35.0,1,0,13236,57.75,C28,C,Mrs,Schabert,Emma,Mock,35.0,1078.0,Schabert,Mrs Emma,35.0,Cherbourg,S,0.0
722,701,702,1.0,1,SilverthorneMr Spencer Victor,male,35.0,0,0,PC 17475,26.2875,E24,S,Mr,Silverthorne,Spencer,,35.0,1096.0,Silverthorne,Mr Spencer Victor,35.0,Southampton,S,0.0
723,812,813,0.0,2,SlemenMr Richard James,male,35.0,0,0,28206,10.5,,S,Mr,Slemen,Richard,,35.0,1118.0,Slemen,Mr Richard James,35.0,Southampton,†,0.0
724,258,259,1.0,1,No name match,female,35.0,0,0,PC 17755,512.3292,,C,Miss,Ward,Anna,,35.0,,,,,,,
725,518,519,1.0,2,AngleMrs Florence Agnes,female,36.0,1,0,226875,26.0,,S,Mrs,Angle,Florence,"""Mary"" Agnes Hughes",36.0,47.0,Angle,Mrs Florence Agnes,36.0,Southampton,S,0.0
726,327,328,1.0,2,BallsMrs Ada E.,female,36.0,0,0,28551,13.0,D,S,Mrs,Ball,Ada,E Hall,36.0,83.0,Balls,Mrs Ada E.,36.0,Southampton,S,0.0
727,1009,1010,,1,BeattieMr Thomson,male,36.0,0,0,13050,75.2417,C6,C,Mr,Beattie,Thomson,,36.0,100.0,Beattie,Mr Thomson,36.0,Southampton,†,0.0
728,1069,1070,,2,No name match,female,36.0,0,3,230136,39.0,F4,S,Mrs,Becker,Nellie,E Baumgardner,36.0,,,,,,,
729,387,388,1.0,2,BussMiss Kate,female,36.0,0,0,27849,13.0,,S,Miss,Buss,Kate,,36.0,167.0,Buss,Miss Kate,36.0,Southampton,S,0.0
730,679,680,1.0,1,CardezaMr Thomas Drake Martinez,male,36.0,0,1,PC 17755,512.3292,B51 B53 B55,C,Mr,Cardeza,Thomas,Drake,36.0,196.0,Cardeza,Mr Thomas Drake Martinez,36.0,Cherbourg,S,0.0
731,390,391,1.0,1,CarterMr William Ernest,male,36.0,1,2,113760,120.0,B96 B98,S,Mr,Carter,William,,36.0,207.0,Carter,Mr William Ernest,36.0,Southampton,S,0.0
732,763,764,1.0,1,CarterMr William Ernest,female,36.0,1,2,113760,120.0,B96 B98,S,Mrs,Carter,Lucile,Polk,36.0,207.0,Carter,Mr William Ernest,36.0,Southampton,S,0.0
733,741,742,0.0,1,CavendishMr Tyrell William,male,36.0,1,0,19877,78.85,C46,S,Mr,Cavendish,Tyrell,,36.0,213.0,Cavendish,Mr Tyrell William,36.0,Southampton,†,0.0
734,950,951,,1,ChaudansonMiss Victorine (Maid to Mrs Emily Ryerson),female,36.0,0,0,PC 17608,262.375,B61,C,Miss,Chaudanson,Victorine,,36.0,224.0,Chaudanson,Miss Victorine (Maid to Mrs Emily Ryerson),36.0,Cherbourg,S,0.0
735,663,664,0.0,3,ColtcheffMr Peju,male,36.0,0,0,349210,7.4958,,S,Mr,Coleff,Peju,,36.0,253.0,Coltcheff,Mr Peju,36.0,Southampton,†,0.0
736,940,941,,3,No name match,female,36.0,0,2,C.A. 37671,15.9,,S,Mrs,Coutts,William,"(Winnie Minnie""",36.0,,,,,,,
737,540,541,1.0,1,CrosbyMiss Harriette Rebecca,female,36.0,0,2,WE/P 5735,71.0,B22,S,Miss,Crosby,Harriet,,36.0,282.0,Crosby,Miss Harriette Rebecca,39.0,Southampton,S,-3.0
738,1176,1177,,3,DennisMr William,male,36.0,0,0,A/5 21175,7.25,,S,Mr,Dennis,William,,36.0,328.0,Dennis,Mr William,26.0,Southampton,†,10.0
739,1003,1004,,1,EvansMiss Edith Corse,female,36.0,0,0,PC 17531,31.6792,A29,C,Miss,Evans,Edith,,36.0,380.0,Evans,Miss Edith Corse,36.0,Cherbourg,†,0.0
740,572,573,1.0,1,FlynnMr John Irwin,male,36.0,0,0,PC 17474,26.3875,E25,S,Mr,Flynn,"""Irving"")",,36.0,395.0,Flynn,Mr John Irwin,36.0,Southampton,S,0.0
741,344,345,0.0,2,FoxMr Stanley Harrington,male,36.0,0,0,229236,13.0,,S,Mr,Fox,Stanley,,36.0,413.0,Fox,Mr Stanley Harrington,38.0,Southampton,†,-2.0
742,1120,1121,,2,HockingMr Samuel James Metcalfe,male,36.0,0,0,242963,13.0,,S,Mr,Hocking,Samuel,James,36.0,550.0,Hocking,Mr Samuel James Metcalfe,36.0,Southampton,†,0.0
743,1044,1045,,3,KlasénMrs Hulda Kristina Eugenia,female,36.0,0,2,350405,12.1833,,S,Mrs,Klasen,Hulda,Kristina Eugenia Lofqvist,36.0,672.0,Klasén,Mrs Hulda Kristina Eugenia,36.0,Southampton,†,0.0
744,179,180,0.0,3,No name match,male,36.0,0,0,LINE,0.0,,S,Mr,Leonard,Lionel,,36.0,,,,,,,
745,292,293,0.0,2,LévyMr René Jacques,male,36.0,0,0,SC/Paris 2163,12.875,D,C,Mr,Levy,Rene,,36.0,744.0,Lévy,Mr René Jacques,36.0,Southampton,†,0.0
746,605,606,0.0,3,LindellMr Edvard Bengtsson,male,36.0,1,0,349910,15.55,,S,Mr,Lindell,Edvard,,36.0,717.0,Lindell,Mr Edvard Bengtsson,36.0,Southampton,S,0.0
747,512,513,1.0,1,McGoughMr James Robert,male,36.0,0,0,PC 17473,26.2875,E25,S,Mr,McGough,James,,36.0,783.0,McGough,Mr James Robert,35.0,Southampton,S,1.0
748,265,266,0.0,2,ReevesMr David,male,36.0,0,0,C.A. 17248,10.5,,S,Mr,Reeves,David,,36.0,992.0,Reeves,Mr David,36.0,Southampton,†,0.0
749,583,584,0.0,1,RossMr John Hugo,male,36.0,0,0,13049,40.125,A10,C,Mr,Ross,John,,36.0,1032.0,Ross,Mr John Hugo,36.0,Southampton,†,0.0
750,189,190,0.0,3,TurcinMr Stjepan,male,36.0,0,0,349247,7.8958,,S,Mr,Turcin,Stjepan,,36.0,1207.0,Turcin,Mr Stjepan,36.0,Southampton,†,0.0
751,595,596,0.0,3,Van ImpeMr Jean Baptiste,male,36.0,1,1,345773,24.15,,S,Mr,Van Im,Jean,,36.0,1225.0,Van Impe,Mr Jean Baptiste,36.0,Southampton,†,0.0
752,450,451,0.0,2,WestMr Edwy Arthur,male,36.0,1,2,C.A. 34651,27.75,,S,Mr,West,Edwy,,36.0,1265.0,West,Mr Edwy Arthur,36.0,Southampton,†,0.0
753,1185,1186,,3,WittevrongelMr Camilius Aloysius,male,36.0,0,0,345771,9.5,,S,Mr,Wittevrongel,Camille,,36.0,1297.0,Wittevrongel,Mr Camilius Aloysius,36.0,Southampton,†,0.0
754,325,326,1.0,1,YoungMiss Marie Grice,female,36.0,0,0,PC 17760,135.6333,C32,C,Miss,Young,Marie,,36.0,1304.0,Young,Miss Marie Grice,36.0,Cherbourg,S,0.0
755,559,560,1.0,3,De MessemaekerMr Guillaume Joseph,female,36.0,1,0,345572,17.4,,S,Mrs,de M,Emma),,36.0,313.0,De Messemaeker,Mr Guillaume Joseph,36.0,Southampton,S,0.0
756,148,149,0.0,2,No name match,male,36.5,0,2,230080,26.0,F2,S,Mr,Navratil,"""Louis","M Hoffman""",36.5,,,,,,,
757,1151,1152,,3,De MessemaekerMr Guillaume Joseph,male,36.5,1,0,345572,17.4,,S,Mr,de M,Guillaume,,36.5,313.0,De Messemaeker,Mr Guillaume Joseph,36.0,Southampton,S,0.5
758,248,249,1.0,1,BeckwithMr Richard Leonard,male,37.0,1,1,11751,52.5542,D35,S,Mr,Beckwith,Richard,,37.0,107.0,Beckwith,Mr Richard Leonard,37.0,Southampton,S,0.0
759,1204,1205,,3,CarrMiss Jane,female,37.0,0,0,368364,7.75,,Q,Miss,Carr,Jeannie,,37.0,201.0,Carr,Miss Jane,45.0,Queenstown,†,-8.0
760,594,595,0.0,2,ChapmanMr John Henry,male,37.0,1,0,SC/AH 29037,26.0,,S,Mr,Chapman,John,,37.0,221.0,Chapman,Mr John Henry,36.0,Southampton,†,1.0
761,1072,1073,,1,ComptonMr Alexander Taylor Jr,male,37.0,1,1,PC 17756,83.1583,E52,C,Mr,Compton,Alexander,Taylor,37.0,255.0,Compton,Mr Alexander Taylor Jr,37.0,Cherbourg,†,0.0
762,137,138,0.0,1,FutrelleMr Jacques Heath,male,37.0,1,0,113803,53.1,C123,S,Mr,Futrelle,Jacques,,37.0,425.0,Futrelle,Mr Jacques Heath,37.0,Southampton,†,0.0
763,104,105,0.0,3,GustafssonMr Anders Vilhelm,male,37.0,2,0,3101276,7.925,,S,Mr,Gustafsson,Anders,,37.0,480.0,Gustafsson,Mr Anders Vilhelm,37.0,Southampton,†,0.0
764,503,504,0.0,3,LaitinenMiss Kristina Sofia,female,37.0,0,0,4135,9.5875,,S,Miss,Laitinen,Kristina,,37.0,683.0,Laitinen,Miss Kristina Sofia,37.0,Southampton,†,0.0
765,1302,1303,,1,MinahanDr William Edward,female,37.0,1,0,19928,90.0,C78,Q,Mrs,Minahan,Lillian,E Thorpe,37.0,808.0,Minahan,Dr William Edward,44.0,Queenstown,†,-7.0
766,273,274,0.0,1,NatschMr Charles,male,37.0,0,1,PC 17596,29.7,C118,C,Mr,Natsch,Charles,,37.0,864.0,Natsch,Mr Charles,36.0,Cherbourg,†,1.0
767,1105,1106,,3,AnderssonMiss Ida Augusta Margareta,female,38.0,4,2,347091,7.775,,S,Miss,Andersson,Ida,Augusta,38.0,34.0,Andersson,Miss Ida Augusta Margareta,38.0,Southampton,†,0.0
